,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
64,query_1,TRUE,0.028394109235343,2955,61,22,0.360655737704918,0.00744500846023689,GO:0051239,GO:BP,regulation of multicellular organismal process,21031,14037,GO:0032501/GO:0050789
65,query_1,TRUE,0.0325048694993365,5899,61,33,0.540983606557377,0.00559416850313612,GO:0048856,GO:BP,anatomical structure development,21031,13525,GO:0032502
66,query_1,TRUE,0.0334566494123866,3973,61,26,0.426229508196721,0.00654417316889001,GO:0048731,GO:BP,system development,21031,13413,GO:0007275/GO:0048856
67,query_1,TRUE,0.0350531230807637,964,61,12,0.19672131147541,0.012448132780083,GO:0010243,GO:BP,response to organonitrogen compound,21031,4060,GO:0010033/GO:1901698
68,query_1,TRUE,0.0361515687070383,967,61,12,0.19672131147541,0.0124095139607032,GO:0007167,GO:BP,enzyme-linked receptor protein signaling pathway,21031,2762,GO:0007166
69,query_1,TRUE,0.039787719063096,1512,61,15,0.245901639344262,0.00992063492063492,GO:0002682,GO:BP,regulation of immune system process,21031,1207,GO:0002376/GO:0050789
70,query_1,TRUE,0.0435072731214522,2571,61,20,0.327868852459016,0.00777907429015947,GO:0006796,GO:BP,phosphate-containing compound metabolic process,21031,2510,GO:0006793
71,query_1,TRUE,0.0465446378441454,830,61,11,0.180327868852459,0.0132530120481928,GO:0098655,GO:BP,monoatomic cation transmembrane transport,21031,19353,GO:0006812/GO:0034220
72,query_1,TRUE,0.0472819721510723,539,61,9,0.147540983606557,0.0166975881261596,GO:0098771,GO:BP,inorganic ion homeostasis,21031,19429,GO:0048878
73,query_1,TRUE,0.0497689585421335,5717,61,32,0.524590163934426,0.00559734126290012,GO:0048522,GO:BP,positive regulation of cellular process,21031,13230,GO:0009987/GO:0048518/GO:0050794
74,query_1,TRUE,1.34034768922451e-06,4213,61,32,0.524590163934426,0.00759553762164728,GO:0005576,GO:CC,extracellular region,22097,198,GO:0110165
75,query_1,TRUE,2.13852250267902e-06,3303,61,28,0.459016393442623,0.00847714199212837,GO:0005615,GO:CC,extracellular space,22097,232,GO:0005576/GO:0110165
76,query_1,TRUE,3.06954136879201e-05,6228,61,37,0.60655737704918,0.00594091201027617,GO:0071944,GO:CC,cell periphery,22097,2793,GO:0110165
77,query_1,TRUE,0.000199087050036463,5742,61,34,0.557377049180328,0.00592128178335075,GO:0005886,GO:CC,plasma membrane,22097,422,GO:0016020/GO:0071944
78,query_1,TRUE,0.00142681993050952,903,61,12,0.19672131147541,0.0132890365448505,GO:0009986,GO:CC,cell surface,22097,661,GO:0110165
79,query_1,TRUE,0.0066893935944693,4004,61,25,0.40983606557377,0.00624375624375624,GO:0031982,GO:CC,vesicle,22097,1228,GO:0043227
80,query_1,TRUE,0.0227292865813107,384,61,7,0.114754098360656,0.0182291666666667,GO:0009897,GO:CC,external side of plasma membrane,22097,654,GO:0005886/GO:0009986/GO:0098552
81,query_1,TRUE,0.0341266554711561,178,61,5,0.0819672131147541,0.0280898876404494,GO:0005775,GO:CC,vacuolar lumen,22097,342,GO:0005773/GO:0070013
82,query_1,TRUE,0.0363376846019133,2109,61,16,0.262295081967213,0.00758653390232338,GO:0070062,GO:CC,extracellular exosome,22097,2418,GO:0005615/GO:1903561
83,query_1,TRUE,0.0414701121614685,2133,61,16,0.262295081967213,0.00750117205813408,GO:1903561,GO:CC,extracellular vesicle,22097,3690,GO:0031982/GO:0065010
84,query_1,TRUE,0.0416971364047396,2134,61,16,0.262295081967213,0.00749765698219306,GO:0043230,GO:CC,extracellular organelle,22097,1882,GO:0005576/GO:0043226
85,query_1,TRUE,0.0416971364047396,2134,61,16,0.262295081967213,0.00749765698219306,GO:0065010,GO:CC,extracellular membrane-bounded organelle,22097,2398,GO:0043227/GO:0043230
86,query_1,TRUE,0.000127836034477776,18,62,4,0.0645161290322581,0.222222222222222,GO:0045236,GO:MF,CXCR chemokine receptor binding,20212,6076,GO:0042379
87,query_1,TRUE,0.000927074985249983,1501,62,17,0.274193548387097,0.011325782811459,GO:0005102,GO:MF,signaling receptor binding,20212,1277,GO:0005515
88,query_1,TRUE,0.00159367749657332,292,62,8,0.129032258064516,0.0273972602739726,GO:0001664,GO:MF,G protein-coupled receptor binding,20212,232,GO:0005102
89,query_1,TRUE,0.00206549858829893,77,62,5,0.0806451612903226,0.0649350649350649,GO:0042379,GO:MF,chemokine receptor binding,20212,5606,GO:0001664/GO:0005126
90,query_1,TRUE,0.00437991123652704,238,62,7,0.112903225806452,0.0294117647058824,GO:0005125,GO:MF,cytokine activity,20212,1293,GO:0048018
91,query_1,TRUE,0.00893987603211954,50,62,4,0.0645161290322581,0.08,GO:0008009,GO:MF,chemokine activity,20212,1518,GO:0005125/GO:0042379
92,query_1,TRUE,0.0119643189943448,278,62,7,0.112903225806452,0.0251798561151079,GO:0005126,GO:MF,cytokine receptor binding,20212,1294,GO:0005102
93,query_1,TRUE,0.0138261336750353,19,62,3,0.0483870967741935,0.157894736842105,GO:0004970,GO:MF,glutamate-gated receptor activity,20212,1209,GO:0008066/GO:0015171/GO:0022824
94,query_1,TRUE,0.0149029528718563,3,62,2,0.032258064516129,0.666666666666667,GO:0005153,GO:MF,interleukin-8 receptor binding,20212,1320,GO:0045236
95,query_1,TRUE,0.0305315828966594,134,62,5,0.0806451612903226,0.0373134328358209,GO:0099094,GO:MF,ligand-gated monoatomic cation channel activity,20212,9202,GO:0005261/GO:0015276
96,query_1,TRUE,0.0397719340550648,336,62,7,0.112903225806452,0.0208333333333333,GO:0005261,GO:MF,monoatomic cation channel activity,20212,1384,GO:0005216/GO:0008324
97,query_1,TRUE,0.0410112488326137,27,62,3,0.0483870967741935,0.111111111111111,GO:0008066,GO:MF,glutamate receptor activity,20212,1535,GO:0004888
98,query_1,TRUE,0.0494801249400539,5,62,2,0.032258064516129,0.4,GO:0048248,GO:MF,CXCR3 chemokine receptor binding,20212,7260,GO:0045236
99,query_1,TRUE,0.0494801249400539,5,62,2,0.032258064516129,0.4,GO:0022849,GO:MF,glutamate-gated calcium ion channel activity,20212,3785,GO:0004970/GO:0099604
100,query_1,TRUE,0.00801101153015525,106,38,5,0.131578947368421,0.0471698113207547,KEGG:04620,KEGG,Toll-like receptor signaling pathway,8484,325,KEGG:00000
101,query_1,TRUE,0.0463941859590803,37,38,3,0.0789473684210526,0.0810810810810811,KEGG:00760,KEGG,Nicotinate and nicotinamide metabolism,8484,121,KEGG:00000
102,query_1,TRUE,0.0315655082546453,57,45,4,0.0888888888888889,0.0701754385964912,REAC:R-HSA-380108,REAC,Chemokine receptors bind chemokines,10842,338,REAC:R-HSA-375276
103,query_1,TRUE,0.0497105464010247,64,45,4,0.0888888888888889,0.0625,REAC:R-HSA-1442490,REAC,Collagen degradation,10842,373,REAC:R-HSA-1474228
104,query_1,TRUE,0.000390852112277346,127,42,7,0.166666666666667,0.0551181102362205,WP:WP5095,WP,Overview of proinflammatory and profibrotic mediators,8286,634,WP:000000
105,query_1,TRUE,0.0019911469847923,63,42,5,0.119047619047619,0.0793650793650794,WP:WP3624,WP,Lung fibrosis,8286,235,WP:000000
106,query_1,TRUE,0.00281952530842918,33,42,4,0.0952380952380952,0.121212121212121,WP:WP5088,WP,Prostaglandin signaling,8286,628,WP:000000
107,query_1,TRUE,0.0213633752931242,103,42,5,0.119047619047619,0.0485436893203883,WP:WP75,WP,Toll like receptor signaling pathway,8286,844,WP:000000
