,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
65,query_1,TRUE,0.0146146595218406,19,147,4,0.0272108843537415,0.210526315789474,GO:1901970,GO:BP,positive regulation of mitotic sister chromatid separation,21031,22445,GO:0010965/GO:0051306/GO:1905820
66,query_1,TRUE,0.0152111605414518,104,147,7,0.0476190476190476,0.0673076923076923,GO:0033045,GO:BP,regulation of sister chromatid segregation,21031,8280,GO:0000819/GO:0033044/GO:0051983
67,query_1,TRUE,0.01521289610636,1276,147,24,0.163265306122449,0.0188087774294671,GO:0022402,GO:BP,cell cycle process,21031,6830,GO:0007049/GO:0009987
68,query_1,TRUE,0.0152449023421786,2637,147,38,0.258503401360544,0.0144103147516117,GO:0010033,GO:BP,response to organic substance,21031,3883,GO:0042221
69,query_1,TRUE,0.0153577362882666,1548,147,27,0.183673469387755,0.0174418604651163,GO:0051707,GO:BP,response to other organism,21031,14359,GO:0043207/GO:0044419
70,query_1,TRUE,0.0159079813039708,1551,147,27,0.183673469387755,0.0174081237911025,GO:0043207,GO:BP,response to external biotic stimulus,21031,10929,GO:0009605/GO:0009607
71,query_1,TRUE,0.0165879239312195,1648,147,28,0.19047619047619,0.0169902912621359,GO:0048585,GO:BP,negative regulation of response to stimulus,21031,13281,GO:0048519/GO:0048583/GO:0050896
72,query_1,TRUE,0.016846396616981,1110,147,22,0.149659863945578,0.0198198198198198,GO:0051241,GO:BP,negative regulation of multicellular organismal process,21031,14039,GO:0032501/GO:0048519/GO:0051239
73,query_1,TRUE,0.0193019006572571,2455,147,36,0.244897959183673,0.0146639511201629,GO:0050793,GO:BP,regulation of developmental process,21031,13690,GO:0032502/GO:0050789
74,query_1,TRUE,0.019996108801414,2668,147,38,0.258503401360544,0.0142428785607196,GO:0035556,GO:BP,intracellular signal transduction,21031,9405,GO:0007165
75,query_1,TRUE,0.0231607718437198,1220,147,23,0.156462585034014,0.0188524590163934,GO:0098542,GO:BP,defense response to other organism,21031,19336,GO:0006952/GO:0051707
76,query_1,TRUE,0.0235488916623199,74,147,6,0.0408163265306122,0.0810810810810811,GO:1905818,GO:BP,regulation of chromosome separation,21031,25589,GO:0051304/GO:0051983
77,query_1,TRUE,0.0238049938245418,1586,147,27,0.183673469387755,0.0170239596469105,GO:0009607,GO:BP,response to biotic stimulus,21031,3572,GO:0050896
78,query_1,TRUE,0.0239324524895162,375,147,12,0.0816326530612245,0.032,GO:0050727,GO:BP,regulation of inflammatory response,21031,13655,GO:0006954/GO:0031347/GO:0032101
79,query_1,TRUE,0.0247272888089595,1225,147,23,0.156462585034014,0.0187755102040816,GO:0060429,GO:BP,epithelium development,21031,15095,GO:0009888
80,query_1,TRUE,0.0263726459868253,656,147,16,0.108843537414966,0.024390243902439,GO:0051301,GO:BP,cell division,21031,14080,GO:0009987
81,query_1,TRUE,0.0326096254093296,8,147,3,0.0204081632653061,0.375,GO:0140507,GO:BP,granzyme-mediated programmed cell death signaling pathway,21031,20368,GO:0007165/GO:0012501
82,query_1,TRUE,0.0357143464740898,910,147,19,0.129251700680272,0.0208791208791209,GO:0001932,GO:BP,regulation of protein phosphorylation,21031,551,GO:0006468/GO:0031399/GO:0042325
83,query_1,TRUE,0.036723609186206,1346,147,24,0.163265306122449,0.0178306092124814,GO:0006468,GO:BP,protein phosphorylation,21031,2231,GO:0016310/GO:0036211
84,query_1,TRUE,0.0396331614780928,81,147,6,0.0408163265306122,0.0740740740740741,GO:0051304,GO:BP,chromosome separation,21031,14083,GO:0007059/GO:0022402
85,query_1,TRUE,0.0402869043784531,332,147,11,0.0748299319727891,0.0331325301204819,GO:1901990,GO:BP,regulation of mitotic cell cycle phase transition,21031,22459,GO:0007346/GO:0044772/GO:1901987
86,query_1,TRUE,0.0424272730337839,1091,147,21,0.142857142857143,0.0192483959670028,GO:0035295,GO:BP,tube development,21031,9257,GO:0007275/GO:0048856
87,query_1,TRUE,0.0442219283800777,609,147,15,0.102040816326531,0.0246305418719212,GO:0032103,GO:BP,positive regulation of response to external stimulus,21031,7634,GO:0009605/GO:0032101/GO:0048584
88,query_1,TRUE,0.0458739497560673,1742,147,28,0.19047619047619,0.0160734787600459,GO:0022008,GO:BP,neurogenesis,21031,6799,GO:0007399/GO:0030154
89,query_1,TRUE,0.0492179376353812,3437,147,44,0.299319727891156,0.0128018620890311,GO:0023051,GO:BP,regulation of signaling,21031,6876,GO:0023052/GO:0050789
90,query_1,TRUE,0.0493569287427351,2776,147,38,0.258503401360544,0.0136887608069164,GO:0002376,GO:BP,immune system process,21031,913,GO:0008150
91,query_1,TRUE,0.000694875873498786,6228,152,70,0.460526315789474,0.0112395632626846,GO:0071944,GO:CC,cell periphery,22097,2793,GO:0110165
92,query_1,TRUE,0.000724019587263173,14,152,4,0.0263157894736842,0.285714285714286,GO:0044194,GO:CC,cytolytic granule,22097,2011,GO:0005764
93,query_1,TRUE,0.0164172168349172,5742,152,62,0.407894736842105,0.0107976314872867,GO:0005886,GO:CC,plasma membrane,22097,422,GO:0016020/GO:0071944
94,query_1,TRUE,0.0169662309259188,366,152,11,0.0723684210526316,0.0300546448087432,GO:0098984,GO:CC,neuron to neuron synapse,22097,3322,GO:0045202
95,query_1,TRUE,0.0389011147506854,334,152,10,0.0657894736842105,0.029940119760479,GO:0032279,GO:CC,asymmetric synapse,22097,1282,GO:0098984
96,query_1,TRUE,0.0419233561565145,159,152,7,0.0460526315789474,0.0440251572327044,GO:0005875,GO:CC,microtubule associated complex,22097,413,GO:0015630/GO:0032991
97,query_1,TRUE,0.00182159626945782,14838,152,135,0.888157894736842,0.00909826122118884,GO:0005515,GO:MF,protein binding,20212,1492,GO:0005488
98,query_1,TRUE,0.0364682749914771,10,152,3,0.0197368421052632,0.3,GO:0004955,GO:MF,prostaglandin receptor activity,20212,1195,GO:0004954
99,query_1,TRUE,0.0498672426692985,11,152,3,0.0197368421052632,0.272727272727273,GO:0004954,GO:MF,prostanoid receptor activity,20212,1194,GO:0004953
100,query_1,TRUE,0.00171247005614619,513,95,16,0.168421052631579,0.0311890838206628,HPA:0401301,HPA,rectum; enterocytes[≥Low],11019,550,HPA:0400000
101,query_1,TRUE,0.0291544959380815,388,95,12,0.126315789473684,0.0309278350515464,HPA:0401302,HPA,rectum; enterocytes[≥Medium],11019,551,HPA:0401301
102,query_1,TRUE,0.0124401818136529,753,126,19,0.150793650793651,0.0252324037184595,MIRNA:hsa-miR-215-5p,MIRNA,hsa-miR-215-5p,14819,432,MIRNA:000000
103,query_1,TRUE,0.00981754044374696,124,103,8,0.0776699029126214,0.0645161290322581,REAC:R-HSA-381426,REAC,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),10842,1930,REAC:R-HSA-392499
104,query_1,TRUE,0.0298946386404868,107,103,7,0.0679611650485437,0.0654205607476635,REAC:R-HSA-8957275,REAC,Post-translational protein phosphorylation,10842,1727,REAC:R-HSA-597592
105,query_1,TRUE,0.0336355154557041,109,103,7,0.0679611650485437,0.0642201834862385,REAC:R-HSA-69618,REAC,Mitotic Spindle Checkpoint,10842,1439,REAC:R-HSA-69620
106,query_1,TRUE,0.0395659286621219,289,103,11,0.106796116504854,0.0380622837370242,REAC:R-HSA-69620,REAC,Cell Cycle Checkpoints,10842,314,REAC:R-HSA-1640170
107,query_1,TRUE,0.0471144294427293,103,156,7,0.0448717948717949,0.0679611650485437,TF:M07228_1,TF,Factor: STAT1; motif: NTTCYRGGAAA; match class: 1,20045,8207,TF:M07228
108,query_1,TRUE,0.00183796147668816,45,96,6,0.0625,0.133333333333333,WP:WP98,WP,Prostaglandin synthesis and regulation,8286,847,WP:000000
109,query_1,TRUE,0.00451850818683026,106,96,8,0.0833333333333333,0.0754716981132075,WP:WP5090,WP,Complement system in neuronal development and plasticity,8286,630,WP:000000
110,query_1,TRUE,0.0306044806073559,217,96,10,0.104166666666667,0.0460829493087558,WP:WP5115,WP,Network map of SARS CoV 2 signaling pathway,8286,649,WP:000000
